timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2021-10-19,171.44,171.58,170.18,171.18,171.18,9629863,0.0000,1.0
2021-10-18,172.36,173.34,169.8,171.14,171.14,20494788,0.0000,1.0
2021-10-15,175.69,178.89,174.1,176.46,176.46,13943894,0.0000,1.0
2021-10-14,174.07,176.02,174.0,174.41,174.41,7453306,0.0000,1.0
2021-10-13,173.63,173.7,170.94,172.96,172.96,8918152,0.0000,1.0
2021-10-12,173.62,174.49,172.545,173.13,173.13,5188380,0.0000,1.0
2021-10-11,176.02,176.52,173.48,173.52,173.52,8046270,0.0000,1.0
2021-10-08,177.93,178.6,176.4029,176.74,176.74,4132182,0.0000,1.0
2021-10-07,177.7,179.63,177.33,177.71,177.71,7779997,0.0000,1.0
2021-10-06,173.0,175.71,171.5501,175.48,175.48,6005169,0.0000,1.0
2021-10-05,173.83,176.24,173.61,174.61,174.61,6798224,0.0000,1.0
2021-10-04,175.56,175.96,172.665,173.46,173.46,7200589,0.0000,1.0
2021-10-01,172.28,177.32,171.97,176.01,176.01,12165022,0.0000,1.0
2021-09-30,173.1,173.68,169.1,169.17,169.17,13977983,0.0000,1.0
2021-09-29,174.25,174.96,172.59,172.68,172.68,6240771,0.0000,1.0
2021-09-28,177.75,178.0,173.86,174.52,174.52,9133118,0.0000,1.0
2021-09-27,176.63,179.4502,175.96,178.26,178.26,7754953,0.0000,1.0
2021-09-24,175.3,176.7,175.0772,176.0,176.0,5712778,0.0000,1.0
2021-09-23,174.94,177.19,174.37,176.25,176.25,8052869,0.0000,1.0
2021-09-22,172.94,175.341,171.66,173.65,173.65,14214525,0.0000,1.0
2021-09-21,180.32,182.23,169.03,171.17,171.17,23216027,0.0000,1.0
2021-09-20,179.74,180.88,176.55,178.61,178.61,8056648,0.0000,1.0
2021-09-17,182.91,185.9,182.73,183.47,183.47,10039204,0.0000,1.0
2021-09-16,183.97,184.64,182.12,183.34,183.34,5678224,0.0000,1.0
2021-09-15,182.06,184.66,181.103,184.41,184.41,5933400,0.0000,1.0
2021-09-14,184.96,185.13,182.15,182.4,182.4,6185890,0.0000,1.0
2021-09-13,185.115,185.8,183.5,184.98,184.98,6818241,0.0000,1.0
2021-09-10,186.36,187.1,184.01,184.12,184.12,5572248,0.0000,1.0
2021-09-09,185.15,187.5799,184.57,185.91,185.91,7190666,0.0000,1.0
2021-09-08,184.34,187.46,183.92,185.15,185.15,8633959,0.0000,1.0
2021-09-07,181.02,185.55,180.05,184.34,184.34,10704995,0.0000,1.0
2021-09-03,181.82,181.82,179.13,181.0,181.0,6848827,0.0000,1.0
2021-09-02,184.16,185.3,181.55,181.86,181.86,6497070,0.0000,1.0
2021-09-01,181.96,184.21,181.78,183.48,183.48,7302824,0.0000,1.0
2021-08-31,179.25,182.98,178.53,181.3,181.3,8620017,0.0000,1.0
2021-08-30,180.5,181.39,178.87,179.98,179.98,6421287,0.0000,1.0
2021-08-27,176.28,180.54,176.28,180.14,180.14,8696960,0.0000,1.0
2021-08-26,178.34,178.94,176.34,176.56,176.56,4563000,0.0000,1.0
2021-08-25,178.16,178.59,176.88,178.31,178.31,4842077,0.0000,1.0
2021-08-24,177.92,180.08,177.76,178.47,178.47,5886947,0.0000,1.0
2021-08-23,177.08,178.31,175.9101,177.66,177.66,7395878,0.0000,1.0
2021-08-20,173.0,175.21,172.65,175.12,175.12,6239617,0.0000,1.0
2021-08-19,174.0,174.68,172.56,173.25,173.25,8478606,0.0000,1.0
2021-08-18,175.9,176.7925,174.5,174.74,174.74,7063511,0.0000,1.0
2021-08-17,177.15,178.45,174.9232,175.83,175.83,8534526,0.0000,1.0
2021-08-16,180.505,180.59,176.51,179.09,179.09,8755051,0.0000,1.0
2021-08-13,186.29,187.5799,180.88,181.08,181.08,32257485,0.0000,1.0
2021-08-12,178.09,179.72,176.45,179.29,179.29,11266420,0.0000,1.0
2021-08-11,177.36,178.49,176.51,178.09,178.09,5359894,0.0000,1.0
2021-08-10,176.25,177.4,175.58,177.07,177.07,5184959,0.0000,1.0
2021-08-09,177.0,177.31,175.062,176.72,176.72,5338969,0.0000,1.0
2021-08-06,177.43,178.81,176.63,177.13,177.13,5505241,0.0000,1.0
2021-08-05,172.49,177.12,172.49,176.71,176.71,8864174,0.0000,1.0
2021-08-04,172.5,173.25,171.34,172.58,172.58,5665827,0.0000,1.0
2021-08-03,176.02,176.13,170.92,172.99,172.99,9931347,0.0000,1.0
2021-08-02,177.22,178.82,175.31,175.55,175.55,5847175,0.0000,1.0
2021-07-30,177.53,179.2,175.14,176.02,176.02,6813443,0.0000,1.0
2021-07-29,179.81,181.42,178.27,178.35,178.35,6049086,0.0000,1.0
2021-07-28,179.69,180.35,177.55,179.1,179.1,5926934,0.0000,1.0
2021-07-27,178.25,179.56,176.565,179.5,179.5,6684123,0.0000,1.0
2021-07-26,175.62,178.78,175.34,178.74,178.74,5641039,0.0000,1.0
2021-07-23,175.66,176.5,174.03,176.14,176.14,5126271,0.0000,1.0
2021-07-22,176.7,176.72,173.9,175.13,175.13,5713745,0.0000,1.0
2021-07-21,176.5,177.9,175.32,176.89,176.89,6302229,0.0000,1.0
2021-07-20,173.7,177.51,172.87,176.75,176.75,8372402,0.0000,1.0
2021-07-19,175.71,176.4799,172.16,172.95,172.95,14651780,0.0000,1.0
2021-07-16,184.94,185.29,178.92,179.31,179.31,8348797,0.0000,1.0
2021-07-15,183.45,185.42,183.05,184.15,184.15,7866968,0.0000,1.0
2021-07-14,185.2,186.29,182.08,183.42,183.42,8787307,0.0000,1.0
2021-07-13,184.09,185.67,181.8401,183.65,183.65,12534554,0.0000,1.0
2021-07-12,177.71,184.99,177.37,184.38,184.38,21835513,0.0000,1.0
2021-07-09,174.7,177.518,173.93,177.04,177.04,7873266,0.0000,1.0
2021-07-08,170.18,173.75,169.81,172.8,172.8,6960105,0.0000,1.0
2021-07-07,172.86,174.32,171.99,172.82,172.82,6757282,0.0000,1.0
2021-07-06,176.76,177.0,172.22,173.69,173.69,11557861,0.0000,1.0
2021-07-02,177.86,178.36,174.62,177.11,177.11,11102745,0.0000,1.0
2021-07-01,175.35,177.6,174.6,177.26,177.26,5887078,0.0000,1.0
2021-06-30,173.89,175.98,173.34,175.77,175.77,7481883,0.0000,1.0
2021-06-29,176.64,177.02,173.8,173.93,173.93,13498290,0.0000,1.0
2021-06-28,178.5,178.66,174.99,176.57,176.57,9881440,0.0000,1.0
2021-06-25,178.83,179.09,177.485,178.35,178.35,7431816,0.0000,1.0
2021-06-24,176.13,178.24,175.78,177.93,177.93,7549422,0.0000,1.0
2021-06-23,173.62,175.45,172.94,175.33,175.33,9174184,0.0000,1.0
2021-06-22,174.37,174.7,172.35,173.5,173.5,8097070,0.0000,1.0
2021-06-21,172.13,174.26,171.3124,173.97,173.97,9196930,0.0000,1.0
2021-06-18,173.14,173.86,172.115,172.42,172.42,12357540,0.0000,1.0
2021-06-17,174.59,176.26,173.84,174.65,174.65,8905994,0.0000,1.0
2021-06-16,176.01,176.26,173.55,174.66,174.66,8277592,0.0000,1.0
2021-06-15,178.18,178.7,175.6233,175.86,175.86,7894959,0.0000,1.0
2021-06-14,177.65,178.87,176.9,178.18,178.18,10169974,0.0000,1.0
2021-06-11,177.45,178.49,176.81,177.38,177.38,5476308,0.0000,1.0
2021-06-10,176.44,177.61,175.55,176.57,176.57,5252999,0.0000,1.0
2021-06-09,176.31,177.33,175.88,176.04,176.04,5082352,0.0000,1.0
2021-06-08,175.97,177.1199,175.192,176.33,176.33,5356212,0.0000,1.0
2021-06-07,177.97,178.07,176.4,176.99,176.99,5178102,0.0000,1.0
2021-06-04,175.93,177.52,175.61,177.18,177.18,6343364,0.0000,1.0
2021-06-03,176.268,176.97,175.4155,176.24,176.24,5583852,0.0000,1.0
2021-06-02,179.04,179.1,176.93,177.0,177.0,7851747,0.0000,1.0
2021-06-01,180.18,181.01,178.74,178.84,178.84,7475585,0.0000,1.0
2021-05-28,179.51,180.14,178.08,178.65,178.65,7130259,0.0000,1.0
