github_username, repository_url
s2t2, https://github.com/s2t2/shopping-cart-with-email-receipts
s2t2, https://github.com/prof-rossetti/shopping-cart-demo-2019
s2t2, https://github.com/s2t2/shopping-cart-screencast
s2t2, https://github.com/s2t2/shopping-cart-screencast/tree/testing
s2t2, https://github.com/s2t2/shopping-cart-project
s2t2, https://github.com/s2t2/point-of-sale-app-screencast
..., ...
